State,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
Kentucky,2017,Other synthetic narcotics,T40.4,780,4454189,17.5
Kentucky,2018,Other synthetic narcotics,T40.4,744,4468402,16.7
Kentucky,2019,Other synthetic narcotics,T40.4,825,4467673,18.5
Kentucky,2020,Other synthetic narcotics,T40.4,1498,4477251,33.5
Louisiana,1999,Other synthetic narcotics,T40.4,Suppressed,4460811,Suppressed
Louisiana,2000,Other synthetic narcotics,T40.4,Suppressed,4468976,Suppressed
Louisiana,2001,Other synthetic narcotics,T40.4,Suppressed,4477875,Suppressed
Louisiana,2002,Other synthetic narcotics,T40.4,Suppressed,4497267,Suppressed
Louisiana,2003,Other synthetic narcotics,T40.4,Suppressed,4521042,Suppressed
Louisiana,2004,Other synthetic narcotics,T40.4,13,4552238,Unreliable
Louisiana,2005,Other synthetic narcotics,T40.4,Suppressed,4576628,Suppressed
Louisiana,2006,Other synthetic narcotics,T40.4,14,4302665,Unreliable
Louisiana,2007,Other synthetic narcotics,T40.4,21,4375581,0.5
Louisiana,2008,Other synthetic narcotics,T40.4,10,4435586,Unreliable
Louisiana,2009,Other synthetic narcotics,T40.4,16,4491648,Unreliable
Louisiana,2010,Other synthetic narcotics,T40.4,21,4533372,0.5
Louisiana,2011,Other synthetic narcotics,T40.4,20,4574836,0.4
Louisiana,2012,Other synthetic narcotics,T40.4,19,4601893,Unreliable
Louisiana,2013,Other synthetic narcotics,T40.4,26,4625470,0.6
Louisiana,2014,Other synthetic narcotics,T40.4,29,4649676,0.6
Louisiana,2015,Other synthetic narcotics,T40.4,38,4670724,0.8
Louisiana,2016,Other synthetic narcotics,T40.4,89,4681666,1.9
Louisiana,2017,Other synthetic narcotics,T40.4,156,4684333,3.3
Louisiana,2018,Other synthetic narcotics,T40.4,216,4659978,4.6
Louisiana,2019,Other synthetic narcotics,T40.4,324,4648794,7
Louisiana,2020,Other synthetic narcotics,T40.4,706,4645318,15.2
Maine,1999,Other synthetic narcotics,T40.4,Suppressed,1266808,Suppressed
Maine,2000,Other synthetic narcotics,T40.4,Suppressed,1274923,Suppressed
Maine,2001,Other synthetic narcotics,T40.4,Suppressed,1285692,Suppressed
Maine,2002,Other synthetic narcotics,T40.4,12,1295960,Unreliable
Maine,2003,Other synthetic narcotics,T40.4,11,1306513,Unreliable
Maine,2004,Other synthetic narcotics,T40.4,Suppressed,1313688,Suppressed
Maine,2005,Other synthetic narcotics,T40.4,Suppressed,1318787,Suppressed
Maine,2006,Other synthetic narcotics,T40.4,Suppressed,1323619,Suppressed
Maine,2007,Other synthetic narcotics,T40.4,Suppressed,1327040,Suppressed
Maine,2008,Other synthetic narcotics,T40.4,15,1330509,Unreliable
Maine,2009,Other synthetic narcotics,T40.4,16,1329590,Unreliable
Maine,2010,Other synthetic narcotics,T40.4,21,1328361,1.6
Maine,2011,Other synthetic narcotics,T40.4,19,1328188,Unreliable
Maine,2012,Other synthetic narcotics,T40.4,15,1329192,Unreliable
Maine,2013,Other synthetic narcotics,T40.4,23,1328302,1.7
Maine,2014,Other synthetic narcotics,T40.4,62,1330089,4.7
Maine,2015,Other synthetic narcotics,T40.4,116,1329328,8.7
Maine,2016,Other synthetic narcotics,T40.4,199,1331479,14.9
Maine,2017,Other synthetic narcotics,T40.4,278,1335907,20.8
Maine,2018,Other synthetic narcotics,T40.4,229,1338404,17.1
Maine,2019,Other synthetic narcotics,T40.4,283,1344212,21.1
Maine,2020,Other synthetic narcotics,T40.4,365,1350141,27
Maryland,1999,Other synthetic narcotics,T40.4,Suppressed,5254509,Suppressed
Maryland,2000,Other synthetic narcotics,T40.4,Suppressed,5296486,Suppressed
Maryland,2001,Other synthetic narcotics,T40.4,Suppressed,5374691,Suppressed
Maryland,2002,Other synthetic narcotics,T40.4,Suppressed,5440389,Suppressed
Maryland,2003,Other synthetic narcotics,T40.4,11,5496269,Unreliable
Maryland,2004,Other synthetic narcotics,T40.4,16,5546935,Unreliable
Maryland,2005,Other synthetic narcotics,T40.4,21,5592379,0.4
Maryland,2006,Other synthetic narcotics,T40.4,53,5627367,0.9
Maryland,2007,Other synthetic narcotics,T40.4,35,5653408,0.6
Maryland,2008,Other synthetic narcotics,T40.4,35,5684965,0.6
Maryland,2009,Other synthetic narcotics,T40.4,52,5730388,0.9
Maryland,2010,Other synthetic narcotics,T40.4,51,5773552,0.9
Maryland,2011,Other synthetic narcotics,T40.4,56,5828289,1
Maryland,2012,Other synthetic narcotics,T40.4,52,5884563,0.9
Maryland,2013,Other synthetic narcotics,T40.4,93,5928814,1.6
Maryland,2014,Other synthetic narcotics,T40.4,230,5976407,3.8
Maryland,2015,Other synthetic narcotics,T40.4,357,6006401,5.9
Maryland,2016,Other synthetic narcotics,T40.4,1091,6016447,18.1
Maryland,2017,Other synthetic narcotics,T40.4,1542,6052177,25.5
Maryland,2018,Other synthetic narcotics,T40.4,1825,6042718,30.2
Maryland,2019,Other synthetic narcotics,T40.4,1917,6045680,31.7
Maryland,2020,Other synthetic narcotics,T40.4,2326,6055802,38.4
Massachusetts,1999,Other synthetic narcotics,T40.4,10,6317345,Unreliable
Massachusetts,2000,Other synthetic narcotics,T40.4,16,6349097,Unreliable
Massachusetts,2001,Other synthetic narcotics,T40.4,11,6397634,Unreliable
Massachusetts,2002,Other synthetic narcotics,T40.4,21,6417206,0.3
Massachusetts,2003,Other synthetic narcotics,T40.4,26,6422565,0.4
Massachusetts,2004,Other synthetic narcotics,T40.4,34,6412281,0.5
Massachusetts,2005,Other synthetic narcotics,T40.4,38,6403290,0.6
Massachusetts,2006,Other synthetic narcotics,T40.4,88,6410084,1.4
Massachusetts,2007,Other synthetic narcotics,T40.4,74,6431559,1.2
Massachusetts,2008,Other synthetic narcotics,T40.4,54,6468967,0.8
Massachusetts,2009,Other synthetic narcotics,T40.4,63,6517613,1
Massachusetts,2010,Other synthetic narcotics,T40.4,68,6547629,1
Massachusetts,2011,Other synthetic narcotics,T40.4,64,6587536,1
Massachusetts,2012,Other synthetic narcotics,T40.4,67,6646144,1
Massachusetts,2013,Other synthetic narcotics,T40.4,98,6692824,1.5
Massachusetts,2014,Other synthetic narcotics,T40.4,453,6745408,6.7
Massachusetts,2015,Other synthetic narcotics,T40.4,949,6794422,14
Massachusetts,2016,Other synthetic narcotics,T40.4,1550,6811779,22.8
Massachusetts,2017,Other synthetic narcotics,T40.4,1649,6859819,24
Massachusetts,2018,Other synthetic narcotics,T40.4,1806,6902149,26.2
Massachusetts,2019,Other synthetic narcotics,T40.4,1861,6892503,27
Massachusetts,2020,Other synthetic narcotics,T40.4,1943,6893574,28.2
Michigan,1999,Other synthetic narcotics,T40.4,20,9897116,0.2
Michigan,2000,Other synthetic narcotics,T40.4,17,9938444,Unreliable
Michigan,2001,Other synthetic narcotics,T40.4,17,9991120,Unreliable
Michigan,2002,Other synthetic narcotics,T40.4,41,10015710,0.4
Michigan,2003,Other synthetic narcotics,T40.4,34,10041152,0.3
Michigan,2004,Other synthetic narcotics,T40.4,48,10055315,0.5
Michigan,2005,Other synthetic narcotics,T40.4,88,10051137,0.9
Michigan,2006,Other synthetic narcotics,T40.4,199,10036081,2
Michigan,2007,Other synthetic narcotics,T40.4,71,10001284,0.7
Michigan,2008,Other synthetic narcotics,T40.4,73,9946889,0.7
Michigan,2009,Other synthetic narcotics,T40.4,93,9901591,0.9
Michigan,2010,Other synthetic narcotics,T40.4,85,9883640,0.9
Michigan,2011,Other synthetic narcotics,T40.4,89,9876187,0.9
Michigan,2012,Other synthetic narcotics,T40.4,72,9883360,0.7
Michigan,2013,Other synthetic narcotics,T40.4,86,9895622,0.9
Michigan,2014,Other synthetic narcotics,T40.4,178,9909877,1.8
Michigan,2015,Other synthetic narcotics,T40.4,457,9922576,4.6
Michigan,2016,Other synthetic narcotics,T40.4,921,9928300,9.3
Michigan,2017,Other synthetic narcotics,T40.4,1368,9962311,13.7
Michigan,2018,Other synthetic narcotics,T40.4,1531,9995915,15.3
Michigan,2019,Other synthetic narcotics,T40.4,1458,9986857,14.6
Michigan,2020,Other synthetic narcotics,T40.4,1926,9966555,19.3
Minnesota,1999,Other synthetic narcotics,T40.4,Suppressed,4873481,Suppressed
Minnesota,2000,Other synthetic narcotics,T40.4,Suppressed,4919479,Suppressed
Minnesota,2001,Other synthetic narcotics,T40.4,12,4982796,Unreliable
Minnesota,2002,Other synthetic narcotics,T40.4,Suppressed,5018935,Suppressed
Minnesota,2003,Other synthetic narcotics,T40.4,16,5053572,Unreliable
Minnesota,2004,Other synthetic narcotics,T40.4,17,5087713,Unreliable
Minnesota,2005,Other synthetic narcotics,T40.4,19,5119598,Unreliable
Minnesota,2006,Other synthetic narcotics,T40.4,28,5163555,0.5
Minnesota,2007,Other synthetic narcotics,T40.4,25,5207203,0.5
Minnesota,2008,Other synthetic narcotics,T40.4,32,5247018,0.6
Minnesota,2009,Other synthetic narcotics,T40.4,39,5281203,0.7
Minnesota,2010,Other synthetic narcotics,T40.4,37,5303925,0.7
Minnesota,2011,Other synthetic narcotics,T40.4,31,5344861,0.6
Minnesota,2012,Other synthetic narcotics,T40.4,40,5379139,0.7
Minnesota,2013,Other synthetic narcotics,T40.4,33,5420380,0.6
Minnesota,2014,Other synthetic narcotics,T40.4,44,5457173,0.8
Minnesota,2015,Other synthetic narcotics,T40.4,55,5489594,1
Minnesota,2016,Other synthetic narcotics,T40.4,99,5519952,1.8
Minnesota,2017,Other synthetic narcotics,T40.4,184,5576606,3.3
Minnesota,2018,Other synthetic narcotics,T40.4,202,5611179,3.6
Minnesota,2019,Other synthetic narcotics,T40.4,309,5639632,5.5
Minnesota,2020,Other synthetic narcotics,T40.4,560,5657342,9.9
Mississippi,1999,Other synthetic narcotics,T40.4,Suppressed,2828408,Suppressed
Mississippi,2000,Other synthetic narcotics,T40.4,Suppressed,2844658,Suppressed
Mississippi,2001,Other synthetic narcotics,T40.4,Suppressed,2852994,Suppressed
Mississippi,2002,Other synthetic narcotics,T40.4,Suppressed,2858681,Suppressed
Mississippi,2003,Other synthetic narcotics,T40.4,Suppressed,2868312,Suppressed
Mississippi,2004,Other synthetic narcotics,T40.4,Suppressed,2889010,Suppressed
Mississippi,2005,Other synthetic narcotics,T40.4,Suppressed,2905943,Suppressed
Mississippi,2006,Other synthetic narcotics,T40.4,11,2904978,Unreliable
Mississippi,2007,Other synthetic narcotics,T40.4,22,2928350,0.8
Mississippi,2008,Other synthetic narcotics,T40.4,34,2947806,1.2
Mississippi,2009,Other synthetic narcotics,T40.4,31,2958774,1
Mississippi,2010,Other synthetic narcotics,T40.4,25,2967297,0.8
Mississippi,2011,Other synthetic narcotics,T40.4,18,2978512,Unreliable
Mississippi,2012,Other synthetic narcotics,T40.4,20,2984926,0.7
Mississippi,2013,Other synthetic narcotics,T40.4,24,2991207,0.8
Mississippi,2014,Other synthetic narcotics,T40.4,24,2994079,0.8
Mississippi,2015,Other synthetic narcotics,T40.4,35,2992333,1.2
Mississippi,2016,Other synthetic narcotics,T40.4,45,2988726,1.5
Mississippi,2017,Other synthetic narcotics,T40.4,81,2984100,2.7
Mississippi,2018,Other synthetic narcotics,T40.4,72,2986530,2.4
Mississippi,2019,Other synthetic narcotics,T40.4,141,2976149,4.7
Mississippi,2020,Other synthetic narcotics,T40.4,314,2966786,10.6
Missouri,1999,Other synthetic narcotics,T40.4,18,5561948,Unreliable
Missouri,2000,Other synthetic narcotics,T40.4,27,5595211,0.5
Missouri,2001,Other synthetic narcotics,T40.4,36,5641142,0.6
Missouri,2002,Other synthetic narcotics,T40.4,30,5674825,0.5
Missouri,2003,Other synthetic narcotics,T40.4,33,5709403,0.6
Missouri,2004,Other synthetic narcotics,T40.4,47,5747741,0.8
Missouri,2005,Other synthetic narcotics,T40.4,47,5790300,0.8
Missouri,2006,Other synthetic narcotics,T40.4,140,5842704,2.4
Missouri,2007,Other synthetic narcotics,T40.4,70,5887612,1.2
Missouri,2008,Other synthetic narcotics,T40.4,55,5923916,0.9
Missouri,2009,Other synthetic narcotics,T40.4,67,5961088,1.1
Missouri,2010,Other synthetic narcotics,T40.4,92,5988927,1.5
Missouri,2011,Other synthetic narcotics,T40.4,66,6010688,1.1
Missouri,2012,Other synthetic narcotics,T40.4,56,6021988,0.9
Missouri,2013,Other synthetic narcotics,T40.4,97,6044171,1.6
Missouri,2014,Other synthetic narcotics,T40.4,109,6063589,1.8
Missouri,2015,Other synthetic narcotics,T40.4,183,6083672,3
Missouri,2016,Other synthetic narcotics,T40.4,441,6093000,7.2
Missouri,2017,Other synthetic narcotics,T40.4,618,6113532,10.1
Missouri,2018,Other synthetic narcotics,T40.4,868,6126452,14.2
Missouri,2019,Other synthetic narcotics,T40.4,886,6137428,14.4
Missouri,2020,Other synthetic narcotics,T40.4,1205,6151548,19.6
Montana,1999,Other synthetic narcotics,T40.4,Suppressed,897507,Suppressed
Montana,2000,Other synthetic narcotics,T40.4,Suppressed,902195,Suppressed
Montana,2001,Other synthetic narcotics,T40.4,Suppressed,906961,Suppressed
Montana,2002,Other synthetic narcotics,T40.4,Suppressed,911667,Suppressed
Montana,2003,Other synthetic narcotics,T40.4,Suppressed,919630,Suppressed
Montana,2004,Other synthetic narcotics,T40.4,Suppressed,930009,Suppressed
Montana,2005,Other synthetic narcotics,T40.4,Suppressed,940102,Suppressed
Montana,2006,Other synthetic narcotics,T40.4,Suppressed,952692,Suppressed
Montana,2007,Other synthetic narcotics,T40.4,Suppressed,964706,Suppressed
Montana,2008,Other synthetic narcotics,T40.4,16,976415,Unreliable
Montana,2009,Other synthetic narcotics,T40.4,21,983982,2.1
Montana,2010,Other synthetic narcotics,T40.4,10,989415,Unreliable
Montana,2011,Other synthetic narcotics,T40.4,14,998199,Unreliable
Montana,2012,Other synthetic narcotics,T40.4,13,1005141,Unreliable
Montana,2013,Other synthetic narcotics,T40.4,Suppressed,1015165,Suppressed
Montana,2014,Other synthetic narcotics,T40.4,14,1023579,Unreliable
Montana,2015,Other synthetic narcotics,T40.4,Suppressed,1032949,Suppressed
Montana,2016,Other synthetic narcotics,T40.4,14,1042520,Unreliable
Montana,2017,Other synthetic narcotics,T40.4,Suppressed,1050493,Suppressed
Montana,2018,Other synthetic narcotics,T40.4,11,1062305,Unreliable
Montana,2019,Other synthetic narcotics,T40.4,16,1068778,Unreliable
Montana,2020,Other synthetic narcotics,T40.4,30,1080577,2.8
Nebraska,1999,Other synthetic narcotics,T40.4,Suppressed,1704764,Suppressed
Nebraska,2000,Other synthetic narcotics,T40.4,Suppressed,1711263,Suppressed
Nebraska,2001,Other synthetic narcotics,T40.4,10,1719836,Unreliable
Nebraska,2002,Other synthetic narcotics,T40.4,Suppressed,1728292,Suppressed
Nebraska,2003,Other synthetic narcotics,T40.4,Suppressed,1738643,Suppressed
Nebraska,2004,Other synthetic narcotics,T40.4,Suppressed,1749370,Suppressed
Nebraska,2005,Other synthetic narcotics,T40.4,Suppressed,1761497,Suppressed
Nebraska,2006,Other synthetic narcotics,T40.4,Suppressed,1772693,Suppressed
Nebraska,2007,Other synthetic narcotics,T40.4,Suppressed,1783440,Suppressed
Nebraska,2008,Other synthetic narcotics,T40.4,Suppressed,1796378,Suppressed
Nebraska,2009,Other synthetic narcotics,T40.4,11,1812683,Unreliable
Nebraska,2010,Other synthetic narcotics,T40.4,21,1826341,1.1
Nebraska,2011,Other synthetic narcotics,T40.4,Suppressed,1842641,Suppressed
Nebraska,2012,Other synthetic narcotics,T40.4,10,1855525,Unreliable
Nebraska,2013,Other synthetic narcotics,T40.4,Suppressed,1868516,Suppressed
Nebraska,2014,Other synthetic narcotics,T40.4,13,1881503,Unreliable
Nebraska,2015,Other synthetic narcotics,T40.4,13,1896190,Unreliable
Nebraska,2016,Other synthetic narcotics,T40.4,13,1907116,Unreliable
Nebraska,2017,Other synthetic narcotics,T40.4,25,1920076,1.3
Nebraska,2018,Other synthetic narcotics,T40.4,26,1929268,1.3
Nebraska,2019,Other synthetic narcotics,T40.4,27,1934408,1.4
Nebraska,2020,Other synthetic narcotics,T40.4,73,1937552,3.8
Nevada,1999,Other synthetic narcotics,T40.4,21,1934718,1.1
Nevada,2000,Other synthetic narcotics,T40.4,15,1998257,Unreliable
Nevada,2001,Other synthetic narcotics,T40.4,20,2098399,1
Nevada,2002,Other synthetic narcotics,T40.4,23,2173791,1.1
Nevada,2003,Other synthetic narcotics,T40.4,17,2248850,Unreliable
Nevada,2004,Other synthetic narcotics,T40.4,23,2346222,1
Nevada,2005,Other synthetic narcotics,T40.4,29,2432143,1.2
Nevada,2006,Other synthetic narcotics,T40.4,27,2522658,1.1
Nevada,2007,Other synthetic narcotics,T40.4,23,2601072,0.9
Nevada,2008,Other synthetic narcotics,T40.4,27,2653630,1
Nevada,2009,Other synthetic narcotics,T40.4,42,2684665,1.6
Nevada,2010,Other synthetic narcotics,T40.4,39,2700551,1.4
Nevada,2011,Other synthetic narcotics,T40.4,45,2723322,1.7
Nevada,2012,Other synthetic narcotics,T40.4,27,2758931,1
Nevada,2013,Other synthetic narcotics,T40.4,26,2790136,0.9
Nevada,2014,Other synthetic narcotics,T40.4,32,2839099,1.1
Nevada,2015,Other synthetic narcotics,T40.4,32,2890845,1.1
Nevada,2016,Other synthetic narcotics,T40.4,53,2940058,1.8
Nevada,2017,Other synthetic narcotics,T40.4,66,2998039,2.2
Nevada,2018,Other synthetic narcotics,T40.4,85,3034392,2.8
Nevada,2019,Other synthetic narcotics,T40.4,114,3080156,3.7
Nevada,2020,Other synthetic narcotics,T40.4,291,3138259,9.3
New Hampshire,1999,Other synthetic narcotics,T40.4,Suppressed,1222014,Suppressed
New Hampshire,2000,Other synthetic narcotics,T40.4,Suppressed,1235786,Suppressed
New Hampshire,2001,Other synthetic narcotics,T40.4,Suppressed,1255517,Suppressed
New Hampshire,2002,Other synthetic narcotics,T40.4,Suppressed,1269089,Suppressed
New Hampshire,2003,Other synthetic narcotics,T40.4,11,1279840,Unreliable
New Hampshire,2004,Other synthetic narcotics,T40.4,Suppressed,1290121,Suppressed
New Hampshire,2005,Other synthetic narcotics,T40.4,11,1298492,Unreliable
New Hampshire,2006,Other synthetic narcotics,T40.4,14,1308389,Unreliable
New Hampshire,2007,Other synthetic narcotics,T40.4,16,1312540,Unreliable
New Hampshire,2008,Other synthetic narcotics,T40.4,14,1315906,Unreliable
New Hampshire,2009,Other synthetic narcotics,T40.4,22,1316102,1.7
New Hampshire,2010,Other synthetic narcotics,T40.4,22,1316470,1.7
New Hampshire,2011,Other synthetic narcotics,T40.4,27,1318194,2
New Hampshire,2012,Other synthetic narcotics,T40.4,24,1320718,1.8
New Hampshire,2013,Other synthetic narcotics,T40.4,30,1323459,2.3
New Hampshire,2014,Other synthetic narcotics,T40.4,151,1326813,11.4
New Hampshire,2015,Other synthetic narcotics,T40.4,285,1330608,21.4
New Hampshire,2016,Other synthetic narcotics,T40.4,363,1334795,27.2
New Hampshire,2017,Other synthetic narcotics,T40.4,374,1342795,27.9
New Hampshire,2018,Other synthetic narcotics,T40.4,386,1356458,28.5
New Hampshire,2019,Other synthetic narcotics,T40.4,343,1359711,25.2
New Hampshire,2020,Other synthetic narcotics,T40.4,318,1366275,23.3
New Jersey,1999,Other synthetic narcotics,T40.4,23,8359592,0.3
New Jersey,2000,Other synthetic narcotics,T40.4,19,8414350,Unreliable
New Jersey,2001,Other synthetic narcotics,T40.4,33,8492671,0.4
New Jersey,2002,Other synthetic narcotics,T40.4,29,8552643,0.3
New Jersey,2003,Other synthetic narcotics,T40.4,29,8601402,0.3
New Jersey,2004,Other synthetic narcotics,T40.4,23,8634561,0.3
New Jersey,2005,Other synthetic narcotics,T40.4,25,8651974,0.3
New Jersey,2006,Other synthetic narcotics,T40.4,38,8661679,0.4
New Jersey,2007,Other synthetic narcotics,T40.4,33,8677885,0.4
New Jersey,2008,Other synthetic narcotics,T40.4,19,8711090,Unreliable
New Jersey,2009,Other synthetic narcotics,T40.4,Suppressed,8755602,Suppressed
New Jersey,2010,Other synthetic narcotics,T40.4,35,8791894,0.4
New Jersey,2011,Other synthetic narcotics,T40.4,31,8821155,0.4
New Jersey,2012,Other synthetic narcotics,T40.4,38,8864590,0.4
New Jersey,2013,Other synthetic narcotics,T40.4,57,8899339,0.6
New Jersey,2014,Other synthetic narcotics,T40.4,111,8938175,1.2
New Jersey,2015,Other synthetic narcotics,T40.4,243,8958013,2.7
New Jersey,2016,Other synthetic narcotics,T40.4,689,8944469,7.7
New Jersey,2017,Other synthetic narcotics,T40.4,1376,9005644,15.3
New Jersey,2018,Other synthetic narcotics,T40.4,2219,8908520,24.9
New Jersey,2019,Other synthetic narcotics,T40.4,2221,8882190,25
New Jersey,2020,Other synthetic narcotics,T40.4,2331,8882371,26.2
New Mexico,1999,Other synthetic narcotics,T40.4,26,1808082,1.4
New Mexico,2000,Other synthetic narcotics,T40.4,20,1819046,1.1
New Mexico,2001,Other synthetic narcotics,T40.4,16,1831690,Unreliable
New Mexico,2002,Other synthetic narcotics,T40.4,17,1855309,Unreliable
New Mexico,2003,Other synthetic narcotics,T40.4,23,1877574,1.2
New Mexico,2004,Other synthetic narcotics,T40.4,15,1903808,Unreliable
New Mexico,2005,Other synthetic narcotics,T40.4,12,1932274,Unreliable
New Mexico,2006,Other synthetic narcotics,T40.4,24,1962137,1.2
New Mexico,2007,Other synthetic narcotics,T40.4,19,1990070,Unreliable
New Mexico,2008,Other synthetic narcotics,T40.4,22,2010662,1.1
New Mexico,2009,Other synthetic narcotics,T40.4,24,2036802,1.2
New Mexico,2010,Other synthetic narcotics,T40.4,20,2059179,1
New Mexico,2011,Other synthetic narcotics,T40.4,20,2082224,1
New Mexico,2012,Other synthetic narcotics,T40.4,37,2085538,1.8
New Mexico,2013,Other synthetic narcotics,T40.4,23,2085287,1.1
New Mexico,2014,Other synthetic narcotics,T40.4,66,2085572,3.2
New Mexico,2015,Other synthetic narcotics,T40.4,42,2085109,2
New Mexico,2016,Other synthetic narcotics,T40.4,78,2081015,3.7
New Mexico,2017,Other synthetic narcotics,T40.4,75,2088070,3.6
New Mexico,2018,Other synthetic narcotics,T40.4,105,2095428,5
New Mexico,2019,Other synthetic narcotics,T40.4,149,2096829,7.1
New Mexico,2020,Other synthetic narcotics,T40.4,323,2106319,15.3
New York,1999,Other synthetic narcotics,T40.4,18,18882725,Unreliable
New York,2000,Other synthetic narcotics,T40.4,16,18976457,Unreliable
New York,2001,Other synthetic narcotics,T40.4,31,19082838,0.2
New York,2002,Other synthetic narcotics,T40.4,27,19137800,0.1
New York,2003,Other synthetic narcotics,T40.4,29,19175939,0.2
New York,2004,Other synthetic narcotics,T40.4,16,19171567,Unreliable
New York,2005,Other synthetic narcotics,T40.4,20,19132610,0.1
New York,2006,Other synthetic narcotics,T40.4,137,19104631,0.7
New York,2007,Other synthetic narcotics,T40.4,113,19132335,0.6
New York,2008,Other synthetic narcotics,T40.4,121,19212436,0.6
New York,2009,Other synthetic narcotics,T40.4,177,19307066,0.9
New York,2010,Other synthetic narcotics,T40.4,173,19378102,0.9
New York,2011,Other synthetic narcotics,T40.4,155,19465197,0.8
New York,2012,Other synthetic narcotics,T40.4,164,19570261,0.8
New York,2013,Other synthetic narcotics,T40.4,210,19651127,1.1
New York,2014,Other synthetic narcotics,T40.4,294,19746227,1.5
New York,2015,Other synthetic narcotics,T40.4,668,19795791,3.4
New York,2016,Other synthetic narcotics,T40.4,1641,19745289,8.3
New York,2017,Other synthetic narcotics,T40.4,2238,19849399,11.3
New York,2018,Other synthetic narcotics,T40.4,2195,19542209,11.2
New York,2019,Other synthetic narcotics,T40.4,2338,19453561,12
New York,2020,Other synthetic narcotics,T40.4,3721,19336776,19.2
North Carolina,1999,Other synthetic narcotics,T40.4,27,7949361,0.3
North Carolina,2000,Other synthetic narcotics,T40.4,49,8049313,0.6
North Carolina,2001,Other synthetic narcotics,T40.4,58,8210122,0.7
North Carolina,2002,Other synthetic narcotics,T40.4,50,8326201,0.6
North Carolina,2003,Other synthetic narcotics,T40.4,71,8422501,0.8
North Carolina,2004,Other synthetic narcotics,T40.4,109,8553152,1.3
North Carolina,2005,Other synthetic narcotics,T40.4,115,8705407,1.3
North Carolina,2006,Other synthetic narcotics,T40.4,105,8917270,1.2
North Carolina,2007,Other synthetic narcotics,T40.4,112,9118037,1.2
North Carolina,2008,Other synthetic narcotics,T40.4,127,9309449,1.4
North Carolina,2009,Other synthetic narcotics,T40.4,169,9449566,1.8
North Carolina,2010,Other synthetic narcotics,T40.4,170,9535483,1.8
North Carolina,2011,Other synthetic narcotics,T40.4,155,9656401,1.6
North Carolina,2012,Other synthetic narcotics,T40.4,141,9752073,1.4
North Carolina,2013,Other synthetic narcotics,T40.4,116,9848060,1.2
North Carolina,2014,Other synthetic narcotics,T40.4,217,9943964,2.2
North Carolina,2015,Other synthetic narcotics,T40.4,300,10042802,3
North Carolina,2016,Other synthetic narcotics,T40.4,601,10146788,5.9
North Carolina,2017,Other synthetic narcotics,T40.4,1285,10273419,12.5
North Carolina,2018,Other synthetic narcotics,T40.4,1272,10383620,12.3
North Carolina,2019,Other synthetic narcotics,T40.4,1363,10488084,13
North Carolina,2020,Other synthetic narcotics,T40.4,2279,10600823,21.5
North Dakota,1999,Other synthetic narcotics,T40.4,Suppressed,644259,Suppressed
North Dakota,2000,Other synthetic narcotics,T40.4,Suppressed,642200,Suppressed
North Dakota,2001,Other synthetic narcotics,T40.4,Suppressed,639062,Suppressed
North Dakota,2002,Other synthetic narcotics,T40.4,Suppressed,638168,Suppressed
North Dakota,2003,Other synthetic narcotics,T40.4,Suppressed,638817,Suppressed
North Dakota,2004,Other synthetic narcotics,T40.4,Suppressed,644705,Suppressed
North Dakota,2005,Other synthetic narcotics,T40.4,Suppressed,646089,Suppressed
North Dakota,2006,Other synthetic narcotics,T40.4,Suppressed,649422,Suppressed
North Dakota,2007,Other synthetic narcotics,T40.4,Suppressed,652822,Suppressed
North Dakota,2008,Other synthetic narcotics,T40.4,Suppressed,657569,Suppressed
North Dakota,2009,Other synthetic narcotics,T40.4,Suppressed,664968,Suppressed
North Dakota,2010,Other synthetic narcotics,T40.4,Suppressed,672591,Suppressed
North Dakota,2011,Other synthetic narcotics,T40.4,Suppressed,683932,Suppressed
North Dakota,2012,Other synthetic narcotics,T40.4,Suppressed,699628,Suppressed
North Dakota,2013,Other synthetic narcotics,T40.4,Suppressed,723393,Suppressed
North Dakota,2014,Other synthetic narcotics,T40.4,10,739482,Unreliable
North Dakota,2015,Other synthetic narcotics,T40.4,Suppressed,756927,Suppressed
North Dakota,2016,Other synthetic narcotics,T40.4,15,757952,Unreliable
North Dakota,2017,Other synthetic narcotics,T40.4,12,755393,Unreliable
North Dakota,2018,Other synthetic narcotics,T40.4,Suppressed,760077,Suppressed
North Dakota,2019,Other synthetic narcotics,T40.4,10,762062,Unreliable
North Dakota,2020,Other synthetic narcotics,T40.4,32,765309,4.2
Ohio,1999,Other synthetic narcotics,T40.4,24,11335454,0.2
Ohio,2000,Other synthetic narcotics,T40.4,33,11353140,0.3
Ohio,2001,Other synthetic narcotics,T40.4,55,11387404,0.5
Ohio,2002,Other synthetic narcotics,T40.4,58,11407889,0.5
Ohio,2003,Other synthetic narcotics,T40.4,43,11434788,0.4
Ohio,2004,Other synthetic narcotics,T40.4,78,11452251,0.7
Ohio,2005,Other synthetic narcotics,T40.4,102,11463320,0.9
Ohio,2006,Other synthetic narcotics,T40.4,128,11481213,1.1
Ohio,2007,Other synthetic narcotics,T40.4,109,11500468,0.9
Ohio,2008,Other synthetic narcotics,T40.4,107,11515391,0.9
Ohio,2009,Other synthetic narcotics,T40.4,91,11528896,0.8
Ohio,2010,Other synthetic narcotics,T40.4,175,11536504,1.5
