Notes,State,State Code,Year,Year Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
,Idaho,16,2020,2020,Methadone,T40.3,13,1826913,Unreliable
,Idaho,16,2020,2020,Other synthetic narcotics,T40.4,59,1826913,3.2
,Illinois,17,1999,1999,Other opioids,T40.2,43,12359020,0.3
,Illinois,17,1999,1999,Methadone,T40.3,29,12359020,0.2
,Illinois,17,1999,1999,Other synthetic narcotics,T40.4,25,12359020,0.2
,Illinois,17,2000,2000,Other opioids,T40.2,45,12419293,0.4
,Illinois,17,2000,2000,Methadone,T40.3,56,12419293,0.5
,Illinois,17,2000,2000,Other synthetic narcotics,T40.4,24,12419293,0.2
,Illinois,17,2001,2001,Other opioids,T40.2,71,12488445,0.6
,Illinois,17,2001,2001,Methadone,T40.3,52,12488445,0.4
,Illinois,17,2001,2001,Other synthetic narcotics,T40.4,34,12488445,0.3
,Illinois,17,2002,2002,Other opioids,T40.2,79,12525556,0.6
,Illinois,17,2002,2002,Methadone,T40.3,68,12525556,0.5
,Illinois,17,2002,2002,Other synthetic narcotics,T40.4,40,12525556,0.3
,Illinois,17,2003,2003,Other opioids,T40.2,63,12556006,0.5
,Illinois,17,2003,2003,Methadone,T40.3,64,12556006,0.5
,Illinois,17,2003,2003,Other synthetic narcotics,T40.4,32,12556006,0.3
,Illinois,17,2004,2004,Other opioids,T40.2,74,12589773,0.6
,Illinois,17,2004,2004,Methadone,T40.3,69,12589773,0.5
,Illinois,17,2004,2004,Other synthetic narcotics,T40.4,38,12589773,0.3
,Illinois,17,2005,2005,Other opioids,T40.2,96,12609903,0.8
,Illinois,17,2005,2005,Methadone,T40.3,81,12609903,0.6
,Illinois,17,2005,2005,Other synthetic narcotics,T40.4,59,12609903,0.5
,Illinois,17,2006,2006,Other opioids,T40.2,107,12643955,0.8
,Illinois,17,2006,2006,Methadone,T40.3,91,12643955,0.7
,Illinois,17,2006,2006,Other synthetic narcotics,T40.4,375,12643955,3
,Illinois,17,2007,2007,Other opioids,T40.2,144,12695866,1.1
,Illinois,17,2007,2007,Methadone,T40.3,98,12695866,0.8
,Illinois,17,2007,2007,Other synthetic narcotics,T40.4,101,12695866,0.8
,Illinois,17,2008,2008,Other opioids,T40.2,178,12747038,1.4
,Illinois,17,2008,2008,Methadone,T40.3,83,12747038,0.7
,Illinois,17,2008,2008,Other synthetic narcotics,T40.4,83,12747038,0.7
,Illinois,17,2009,2009,Other opioids,T40.2,195,12796778,1.5
,Illinois,17,2009,2009,Methadone,T40.3,88,12796778,0.7
,Illinois,17,2009,2009,Other synthetic narcotics,T40.4,111,12796778,0.9
,Illinois,17,2010,2010,Other opioids,T40.2,175,12830632,1.4
,Illinois,17,2010,2010,Methadone,T40.3,79,12830632,0.6
,Illinois,17,2010,2010,Other synthetic narcotics,T40.4,115,12830632,0.9
,Illinois,17,2011,2011,Other opioids,T40.2,165,12869257,1.3
,Illinois,17,2011,2011,Methadone,T40.3,84,12869257,0.7
,Illinois,17,2011,2011,Other synthetic narcotics,T40.4,86,12869257,0.7
,Illinois,17,2012,2012,Other opioids,T40.2,175,12875255,1.4
,Illinois,17,2012,2012,Methadone,T40.3,105,12875255,0.8
,Illinois,17,2012,2012,Other synthetic narcotics,T40.4,84,12875255,0.7
,Illinois,17,2013,2013,Other opioids,T40.2,185,12882135,1.4
,Illinois,17,2013,2013,Methadone,T40.3,92,12882135,0.7
,Illinois,17,2013,2013,Other synthetic narcotics,T40.4,87,12882135,0.7
,Illinois,17,2014,2014,Other opioids,T40.2,253,12880580,2
,Illinois,17,2014,2014,Methadone,T40.3,106,12880580,0.8
,Illinois,17,2014,2014,Other synthetic narcotics,T40.4,127,12880580,1
,Illinois,17,2015,2015,Other opioids,T40.2,271,12859995,2.1
,Illinois,17,2015,2015,Methadone,T40.3,99,12859995,0.8
,Illinois,17,2015,2015,Other synthetic narcotics,T40.4,278,12859995,2.2
,Illinois,17,2016,2016,Other opioids,T40.2,378,12801539,3
,Illinois,17,2016,2016,Methadone,T40.3,123,12801539,1
,Illinois,17,2016,2016,Other synthetic narcotics,T40.4,907,12801539,7.1
,Illinois,17,2017,2017,Other opioids,T40.2,494,12802023,3.9
,Illinois,17,2017,2017,Methadone,T40.3,155,12802023,1.2
,Illinois,17,2017,2017,Other synthetic narcotics,T40.4,1251,12802023,9.8
,Illinois,17,2018,2018,Other opioids,T40.2,407,12741080,3.2
,Illinois,17,2018,2018,Methadone,T40.3,155,12741080,1.2
,Illinois,17,2018,2018,Other synthetic narcotics,T40.4,1568,12741080,12.3
,Illinois,17,2019,2019,Other opioids,T40.2,420,12671821,3.3
,Illinois,17,2019,2019,Methadone,T40.3,139,12671821,1.1
,Illinois,17,2019,2019,Other synthetic narcotics,T40.4,1706,12671821,13.5
,Illinois,17,2020,2020,Other opioids,T40.2,516,12587530,4.1
,Illinois,17,2020,2020,Methadone,T40.3,217,12587530,1.7
,Illinois,17,2020,2020,Other synthetic narcotics,T40.4,2471,12587530,19.6
,Indiana,18,1999,1999,Other opioids,T40.2,16,6044969,Unreliable
,Indiana,18,1999,1999,Methadone,T40.3,Suppressed,6044969,Suppressed
,Indiana,18,1999,1999,Other synthetic narcotics,T40.4,Suppressed,6044969,Suppressed
,Indiana,18,2000,2000,Other opioids,T40.2,14,6080485,Unreliable
,Indiana,18,2000,2000,Methadone,T40.3,Suppressed,6080485,Suppressed
,Indiana,18,2000,2000,Other synthetic narcotics,T40.4,12,6080485,Unreliable
,Indiana,18,2001,2001,Other opioids,T40.2,28,6127760,0.5
,Indiana,18,2001,2001,Methadone,T40.3,13,6127760,Unreliable
,Indiana,18,2001,2001,Other synthetic narcotics,T40.4,12,6127760,Unreliable
,Indiana,18,2002,2002,Other opioids,T40.2,25,6155967,0.4
,Indiana,18,2002,2002,Methadone,T40.3,20,6155967,0.3
,Indiana,18,2002,2002,Other synthetic narcotics,T40.4,Suppressed,6155967,Suppressed
,Indiana,18,2003,2003,Other opioids,T40.2,40,6196638,0.6
,Indiana,18,2003,2003,Methadone,T40.3,45,6196638,0.7
,Indiana,18,2003,2003,Other synthetic narcotics,T40.4,26,6196638,0.4
,Indiana,18,2004,2004,Other opioids,T40.2,50,6233007,0.8
,Indiana,18,2004,2004,Methadone,T40.3,33,6233007,0.5
,Indiana,18,2004,2004,Other synthetic narcotics,T40.4,25,6233007,0.4
,Indiana,18,2005,2005,Other opioids,T40.2,59,6278616,0.9
,Indiana,18,2005,2005,Methadone,T40.3,51,6278616,0.8
,Indiana,18,2005,2005,Other synthetic narcotics,T40.4,26,6278616,0.4
,Indiana,18,2006,2006,Other opioids,T40.2,49,6332669,0.8
,Indiana,18,2006,2006,Methadone,T40.3,49,6332669,0.8
,Indiana,18,2006,2006,Other synthetic narcotics,T40.4,48,6332669,0.8
,Indiana,18,2007,2007,Other opioids,T40.2,81,6379599,1.3
,Indiana,18,2007,2007,Methadone,T40.3,79,6379599,1.2
,Indiana,18,2007,2007,Other synthetic narcotics,T40.4,51,6379599,0.8
,Indiana,18,2008,2008,Other opioids,T40.2,109,6424806,1.7
,Indiana,18,2008,2008,Methadone,T40.3,84,6424806,1.3
,Indiana,18,2008,2008,Other synthetic narcotics,T40.4,54,6424806,0.8
,Indiana,18,2009,2009,Other opioids,T40.2,148,6459325,2.3
,Indiana,18,2009,2009,Methadone,T40.3,80,6459325,1.2
,Indiana,18,2009,2009,Other synthetic narcotics,T40.4,64,6459325,1
,Indiana,18,2010,2010,Other opioids,T40.2,140,6483802,2.2
,Indiana,18,2010,2010,Methadone,T40.3,62,6483802,1
,Indiana,18,2010,2010,Other synthetic narcotics,T40.4,49,6483802,0.8
,Indiana,18,2011,2011,Other opioids,T40.2,173,6516922,2.7
,Indiana,18,2011,2011,Methadone,T40.3,57,6516922,0.9
,Indiana,18,2011,2011,Other synthetic narcotics,T40.4,40,6516922,0.6
,Indiana,18,2012,2012,Other opioids,T40.2,136,6537334,2.1
,Indiana,18,2012,2012,Methadone,T40.3,46,6537334,0.7
,Indiana,18,2012,2012,Other synthetic narcotics,T40.4,43,6537334,0.7
,Indiana,18,2013,2013,Other opioids,T40.2,111,6570902,1.7
,Indiana,18,2013,2013,Methadone,T40.3,34,6570902,0.5
,Indiana,18,2013,2013,Other synthetic narcotics,T40.4,34,6570902,0.5
,Indiana,18,2014,2014,Other opioids,T40.2,149,6596855,2.3
,Indiana,18,2014,2014,Methadone,T40.3,37,6596855,0.6
,Indiana,18,2014,2014,Other synthetic narcotics,T40.4,83,6596855,1.3
,Indiana,18,2015,2015,Other opioids,T40.2,146,6619680,2.2
,Indiana,18,2015,2015,Methadone,T40.3,36,6619680,0.5
,Indiana,18,2015,2015,Other synthetic narcotics,T40.4,120,6619680,1.8
,Indiana,18,2016,2016,Other opioids,T40.2,231,6633053,3.5
,Indiana,18,2016,2016,Methadone,T40.3,34,6633053,0.5
,Indiana,18,2016,2016,Other synthetic narcotics,T40.4,304,6633053,4.6
,Indiana,18,2017,2017,Other opioids,T40.2,390,6666818,5.8
,Indiana,18,2017,2017,Methadone,T40.3,49,6666818,0.7
,Indiana,18,2017,2017,Other synthetic narcotics,T40.4,649,6666818,9.7
,Indiana,18,2018,2018,Other opioids,T40.2,323,6691878,4.8
,Indiana,18,2018,2018,Methadone,T40.3,55,6691878,0.8
,Indiana,18,2018,2018,Other synthetic narcotics,T40.4,713,6691878,10.7
,Indiana,18,2019,2019,Other opioids,T40.2,354,6732219,5.3
,Indiana,18,2019,2019,Methadone,T40.3,54,6732219,0.8
,Indiana,18,2019,2019,Other synthetic narcotics,T40.4,899,6732219,13.4
,Indiana,18,2020,2020,Other opioids,T40.2,418,6754953,6.2
,Indiana,18,2020,2020,Methadone,T40.3,50,6754953,0.7
,Indiana,18,2020,2020,Other synthetic narcotics,T40.4,1647,6754953,24.4
,Iowa,19,1999,1999,Other opioids,T40.2,Suppressed,2917634,Suppressed
,Iowa,19,1999,1999,Methadone,T40.3,Suppressed,2917634,Suppressed
,Iowa,19,1999,1999,Other synthetic narcotics,T40.4,Suppressed,2917634,Suppressed
,Iowa,19,2000,2000,Other opioids,T40.2,Suppressed,2926324,Suppressed
,Iowa,19,2000,2000,Methadone,T40.3,Suppressed,2926324,Suppressed
,Iowa,19,2000,2000,Other synthetic narcotics,T40.4,Suppressed,2926324,Suppressed
,Iowa,19,2001,2001,Other opioids,T40.2,15,2931997,Unreliable
,Iowa,19,2001,2001,Methadone,T40.3,Suppressed,2931997,Suppressed
,Iowa,19,2001,2001,Other synthetic narcotics,T40.4,Suppressed,2931997,Suppressed
,Iowa,19,2002,2002,Other opioids,T40.2,17,2934234,Unreliable
,Iowa,19,2002,2002,Methadone,T40.3,Suppressed,2934234,Suppressed
,Iowa,19,2002,2002,Other synthetic narcotics,T40.4,10,2934234,Unreliable
,Iowa,19,2003,2003,Other opioids,T40.2,15,2941999,Unreliable
,Iowa,19,2003,2003,Methadone,T40.3,Suppressed,2941999,Suppressed
,Iowa,19,2003,2003,Other synthetic narcotics,T40.4,12,2941999,Unreliable
,Iowa,19,2004,2004,Other opioids,T40.2,34,2953635,1.2
,Iowa,19,2004,2004,Methadone,T40.3,12,2953635,Unreliable
,Iowa,19,2004,2004,Other synthetic narcotics,T40.4,13,2953635,Unreliable
,Iowa,19,2005,2005,Other opioids,T40.2,33,2964454,1.1
,Iowa,19,2005,2005,Methadone,T40.3,21,2964454,0.7
,Iowa,19,2005,2005,Other synthetic narcotics,T40.4,Suppressed,2964454,Suppressed
,Iowa,19,2006,2006,Other opioids,T40.2,51,2982644,1.7
,Iowa,19,2006,2006,Methadone,T40.3,22,2982644,0.7
,Iowa,19,2006,2006,Other synthetic narcotics,T40.4,16,2982644,Unreliable
,Iowa,19,2007,2007,Other opioids,T40.2,53,2999212,1.8
,Iowa,19,2007,2007,Methadone,T40.3,37,2999212,1.2
,Iowa,19,2007,2007,Other synthetic narcotics,T40.4,18,2999212,Unreliable
,Iowa,19,2008,2008,Other opioids,T40.2,78,3016734,2.6
,Iowa,19,2008,2008,Methadone,T40.3,27,3016734,0.9
,Iowa,19,2008,2008,Other synthetic narcotics,T40.4,25,3016734,0.8
,Iowa,19,2009,2009,Other opioids,T40.2,83,3032870,2.7
,Iowa,19,2009,2009,Methadone,T40.3,31,3032870,1
,Iowa,19,2009,2009,Other synthetic narcotics,T40.4,35,3032870,1.2
,Iowa,19,2010,2010,Other opioids,T40.2,75,3046355,2.5
,Iowa,19,2010,2010,Methadone,T40.3,39,3046355,1.3
,Iowa,19,2010,2010,Other synthetic narcotics,T40.4,43,3046355,1.4
,Iowa,19,2011,2011,Other opioids,T40.2,88,3062309,2.9
,Iowa,19,2011,2011,Methadone,T40.3,37,3062309,1.2
,Iowa,19,2011,2011,Other synthetic narcotics,T40.4,29,3062309,0.9
,Iowa,19,2012,2012,Other opioids,T40.2,100,3074186,3.3
,Iowa,19,2012,2012,Methadone,T40.3,41,3074186,1.3
,Iowa,19,2012,2012,Other synthetic narcotics,T40.4,36,3074186,1.2
,Iowa,19,2013,2013,Other opioids,T40.2,106,3090416,3.4
,Iowa,19,2013,2013,Methadone,T40.3,24,3090416,0.8
,Iowa,19,2013,2013,Other synthetic narcotics,T40.4,32,3090416,1
,Iowa,19,2014,2014,Other opioids,T40.2,81,3107126,2.6
,Iowa,19,2014,2014,Methadone,T40.3,16,3107126,Unreliable
,Iowa,19,2014,2014,Other synthetic narcotics,T40.4,29,3107126,0.9
,Iowa,19,2015,2015,Other opioids,T40.2,75,3123899,2.4
,Iowa,19,2015,2015,Methadone,T40.3,24,3123899,0.8
,Iowa,19,2015,2015,Other synthetic narcotics,T40.4,44,3123899,1.4
,Iowa,19,2016,2016,Other opioids,T40.2,82,3134693,2.6
,Iowa,19,2016,2016,Methadone,T40.3,13,3134693,Unreliable
,Iowa,19,2016,2016,Other synthetic narcotics,T40.4,58,3134693,1.9
,Iowa,19,2017,2017,Other opioids,T40.2,95,3145711,3
,Iowa,19,2017,2017,Methadone,T40.3,16,3145711,Unreliable
,Iowa,19,2017,2017,Other synthetic narcotics,T40.4,92,3145711,2.9
,Iowa,19,2018,2018,Other opioids,T40.2,54,3156145,1.7
,Iowa,19,2018,2018,Methadone,T40.3,10,3156145,Unreliable
,Iowa,19,2018,2018,Other synthetic narcotics,T40.4,80,3156145,2.5
,Iowa,19,2019,2019,Other opioids,T40.2,53,3155070,1.7
,Iowa,19,2019,2019,Methadone,T40.3,11,3155070,Unreliable
,Iowa,19,2019,2019,Other synthetic narcotics,T40.4,102,3155070,3.2
,Iowa,19,2020,2020,Other opioids,T40.2,52,3163561,1.6
,Iowa,19,2020,2020,Methadone,T40.3,12,3163561,Unreliable
,Iowa,19,2020,2020,Other synthetic narcotics,T40.4,172,3163561,5.4
,Kansas,20,1999,1999,Other opioids,T40.2,10,2678338,Unreliable
,Kansas,20,1999,1999,Methadone,T40.3,Suppressed,2678338,Suppressed
,Kansas,20,1999,1999,Other synthetic narcotics,T40.4,Suppressed,2678338,Suppressed
,Kansas,20,2000,2000,Other opioids,T40.2,Suppressed,2688418,Suppressed
,Kansas,20,2000,2000,Methadone,T40.3,Suppressed,2688418,Suppressed
,Kansas,20,2000,2000,Other synthetic narcotics,T40.4,Suppressed,2688418,Suppressed
,Kansas,20,2001,2001,Other opioids,T40.2,22,2702162,0.8
,Kansas,20,2001,2001,Methadone,T40.3,Suppressed,2702162,Suppressed
,Kansas,20,2001,2001,Other synthetic narcotics,T40.4,11,2702162,Unreliable
,Kansas,20,2002,2002,Other opioids,T40.2,40,2713535,1.5
,Kansas,20,2002,2002,Methadone,T40.3,24,2713535,0.9
,Kansas,20,2002,2002,Other synthetic narcotics,T40.4,18,2713535,Unreliable
,Kansas,20,2003,2003,Other opioids,T40.2,39,2723004,1.4
,Kansas,20,2003,2003,Methadone,T40.3,22,2723004,0.8
,Kansas,20,2003,2003,Other synthetic narcotics,T40.4,Suppressed,2723004,Suppressed
,Kansas,20,2004,2004,Other opioids,T40.2,59,2734373,2.2
,Kansas,20,2004,2004,Methadone,T40.3,33,2734373,1.2
,Kansas,20,2004,2004,Other synthetic narcotics,T40.4,22,2734373,0.8
,Kansas,20,2005,2005,Other opioids,T40.2,52,2745299,1.9
,Kansas,20,2005,2005,Methadone,T40.3,45,2745299,1.6
,Kansas,20,2005,2005,Other synthetic narcotics,T40.4,17,2745299,Unreliable
,Kansas,20,2006,2006,Other opioids,T40.2,62,2762931,2.2
,Kansas,20,2006,2006,Methadone,T40.3,44,2762931,1.6
,Kansas,20,2006,2006,Other synthetic narcotics,T40.4,19,2762931,Unreliable
,Kansas,20,2007,2007,Other opioids,T40.2,57,2783785,2
,Kansas,20,2007,2007,Methadone,T40.3,45,2783785,1.6
,Kansas,20,2007,2007,Other synthetic narcotics,T40.4,19,2783785,Unreliable
,Kansas,20,2008,2008,Other opioids,T40.2,48,2808076,1.7
,Kansas,20,2008,2008,Methadone,T40.3,22,2808076,0.8
,Kansas,20,2008,2008,Other synthetic narcotics,T40.4,18,2808076,Unreliable
,Kansas,20,2009,2009,Other opioids,T40.2,60,2832704,2.1
,Kansas,20,2009,2009,Methadone,T40.3,45,2832704,1.6
,Kansas,20,2009,2009,Other synthetic narcotics,T40.4,35,2832704,1.2
,Kansas,20,2010,2010,Other opioids,T40.2,52,2853118,1.8
,Kansas,20,2010,2010,Methadone,T40.3,27,2853118,0.9
,Kansas,20,2010,2010,Other synthetic narcotics,T40.4,18,2853118,Unreliable
,Kansas,20,2011,2011,Other opioids,T40.2,70,2871238,2.4
,Kansas,20,2011,2011,Methadone,T40.3,27,2871238,0.9
,Kansas,20,2011,2011,Other synthetic narcotics,T40.4,23,2871238,0.8
,Kansas,20,2012,2012,Other opioids,T40.2,88,2885905,3
,Kansas,20,2012,2012,Methadone,T40.3,33,2885905,1.1
,Kansas,20,2012,2012,Other synthetic narcotics,T40.4,44,2885905,1.5
,Kansas,20,2013,2013,Other opioids,T40.2,88,2893957,3
,Kansas,20,2013,2013,Methadone,T40.3,30,2893957,1
,Kansas,20,2013,2013,Other synthetic narcotics,T40.4,37,2893957,1.3
,Kansas,20,2014,2014,Other opioids,T40.2,91,2904021,3.1
,Kansas,20,2014,2014,Methadone,T40.3,34,2904021,1.2
,Kansas,20,2014,2014,Other synthetic narcotics,T40.4,39,2904021,1.3
,Kansas,20,2015,2015,Other opioids,T40.2,74,2911641,2.5
,Kansas,20,2015,2015,Methadone,T40.3,26,2911641,0.9
,Kansas,20,2015,2015,Other synthetic narcotics,T40.4,36,2911641,1.2
,Kansas,20,2016,2016,Other opioids,T40.2,83,2907289,2.9
,Kansas,20,2016,2016,Methadone,T40.3,10,2907289,Unreliable
,Kansas,20,2016,2016,Other synthetic narcotics,T40.4,27,2907289,0.9
,Kansas,20,2017,2017,Other opioids,T40.2,74,2913123,2.5
,Kansas,20,2017,2017,Methadone,T40.3,17,2913123,Unreliable
,Kansas,20,2017,2017,Other synthetic narcotics,T40.4,32,2913123,1.1
,Kansas,20,2018,2018,Other opioids,T40.2,73,2911505,2.5
,Kansas,20,2018,2018,Methadone,T40.3,14,2911505,Unreliable
,Kansas,20,2018,2018,Other synthetic narcotics,T40.4,50,2911505,1.7
,Kansas,20,2019,2019,Other opioids,T40.2,68,2913314,2.3
,Kansas,20,2019,2019,Methadone,T40.3,17,2913314,Unreliable
,Kansas,20,2019,2019,Other synthetic narcotics,T40.4,75,2913314,2.6
,Kansas,20,2020,2020,Other opioids,T40.2,76,2913805,2.6
,Kansas,20,2020,2020,Methadone,T40.3,Suppressed,2913805,Suppressed
,Kansas,20,2020,2020,Other synthetic narcotics,T40.4,165,2913805,5.7
,Kentucky,21,1999,1999,Other opioids,T40.2,35,4018053,0.9
,Kentucky,21,1999,1999,Methadone,T40.3,Suppressed,4018053,Suppressed
,Kentucky,21,1999,1999,Other synthetic narcotics,T40.4,10,4018053,Unreliable
,Kentucky,21,2000,2000,Other opioids,T40.2,51,4041769,1.3
,Kentucky,21,2000,2000,Methadone,T40.3,28,4041769,0.7
,Kentucky,21,2000,2000,Other synthetic narcotics,T40.4,Suppressed,4041769,Suppressed
,Kentucky,21,2001,2001,Other opioids,T40.2,87,4068132,2.1
,Kentucky,21,2001,2001,Methadone,T40.3,50,4068132,1.2
,Kentucky,21,2001,2001,Other synthetic narcotics,T40.4,19,4068132,Unreliable
,Kentucky,21,2002,2002,Other opioids,T40.2,81,4089875,2
,Kentucky,21,2002,2002,Methadone,T40.3,78,4089875,1.9
,Kentucky,21,2002,2002,Other synthetic narcotics,T40.4,30,4089875,0.7
,Kentucky,21,2003,2003,Other opioids,T40.2,93,4117170,2.3
,Kentucky,21,2003,2003,Methadone,T40.3,128,4117170,3.1
,Kentucky,21,2003,2003,Other synthetic narcotics,T40.4,27,4117170,0.7
,Kentucky,21,2004,2004,Other opioids,T40.2,89,4146101,2.1
,Kentucky,21,2004,2004,Methadone,T40.3,129,4146101,3.1
,Kentucky,21,2004,2004,Other synthetic narcotics,T40.4,32,4146101,0.8
,Kentucky,21,2005,2005,Other opioids,T40.2,128,4182742,3.1
,Kentucky,21,2005,2005,Methadone,T40.3,156,4182742,3.7
,Kentucky,21,2005,2005,Other synthetic narcotics,T40.4,31,4182742,0.7
,Kentucky,21,2006,2006,Other opioids,T40.2,169,4219239,4
,Kentucky,21,2006,2006,Methadone,T40.3,170,4219239,4
,Kentucky,21,2006,2006,Other synthetic narcotics,T40.4,50,4219239,1.2
,Kentucky,21,2007,2007,Other opioids,T40.2,184,4256672,4.3
,Kentucky,21,2007,2007,Methadone,T40.3,155,4256672,3.6
,Kentucky,21,2007,2007,Other synthetic narcotics,T40.4,37,4256672,0.9
,Kentucky,21,2008,2008,Other opioids,T40.2,229,4289878,5.3
,Kentucky,21,2008,2008,Methadone,T40.3,126,4289878,2.9
,Kentucky,21,2008,2008,Other synthetic narcotics,T40.4,44,4289878,1
,Kentucky,21,2009,2009,Other opioids,T40.2,290,4317074,6.7
,Kentucky,21,2009,2009,Methadone,T40.3,92,4317074,2.1
,Kentucky,21,2009,2009,Other synthetic narcotics,T40.4,65,4317074,1.5
,Kentucky,21,2010,2010,Other opioids,T40.2,436,4339367,10
,Kentucky,21,2010,2010,Methadone,T40.3,118,4339367,2.7
,Kentucky,21,2010,2010,Other synthetic narcotics,T40.4,53,4339367,1.2
,Kentucky,21,2011,2011,Other opioids,T40.2,469,4369356,10.7
,Kentucky,21,2011,2011,Methadone,T40.3,103,4369356,2.4
,Kentucky,21,2011,2011,Other synthetic narcotics,T40.4,76,4369356,1.7
,Kentucky,21,2012,2012,Other opioids,T40.2,391,4380415,8.9
,Kentucky,21,2012,2012,Methadone,T40.3,79,4380415,1.8
,Kentucky,21,2012,2012,Other synthetic narcotics,T40.4,70,4380415,1.6
,Kentucky,21,2013,2013,Other opioids,T40.2,349,4395295,7.9
,Kentucky,21,2013,2013,Methadone,T40.3,70,4395295,1.6
,Kentucky,21,2013,2013,Other synthetic narcotics,T40.4,76,4395295,1.7
,Kentucky,21,2014,2014,Other opioids,T40.2,344,4413457,7.8
,Kentucky,21,2014,2014,Methadone,T40.3,59,4413457,1.3
,Kentucky,21,2014,2014,Other synthetic narcotics,T40.4,179,4413457,4.1
,Kentucky,21,2015,2015,Other opioids,T40.2,382,4425092,8.6
,Kentucky,21,2015,2015,Methadone,T40.3,60,4425092,1.4
,Kentucky,21,2015,2015,Other synthetic narcotics,T40.4,323,4425092,7.3
,Kentucky,21,2016,2016,Other opioids,T40.2,403,4436974,9.1
,Kentucky,21,2016,2016,Methadone,T40.3,48,4436974,1.1
,Kentucky,21,2016,2016,Other synthetic narcotics,T40.4,465,4436974,10.5
,Kentucky,21,2017,2017,Other opioids,T40.2,399,4454189,9
,Kentucky,21,2017,2017,Methadone,T40.3,49,4454189,1.1
,Kentucky,21,2017,2017,Other synthetic narcotics,T40.4,780,4454189,17.5
,Kentucky,21,2018,2018,Other opioids,T40.2,290,4468402,6.5
,Kentucky,21,2018,2018,Methadone,T40.3,37,4468402,0.8
,Kentucky,21,2018,2018,Other synthetic narcotics,T40.4,744,4468402,16.7
,Kentucky,21,2019,2019,Other opioids,T40.2,321,4467673,7.2
,Kentucky,21,2019,2019,Methadone,T40.3,30,4467673,0.7
,Kentucky,21,2019,2019,Other synthetic narcotics,T40.4,825,4467673,18.5
,Kentucky,21,2020,2020,Other opioids,T40.2,432,4477251,9.6
,Kentucky,21,2020,2020,Methadone,T40.3,43,4477251,1
,Kentucky,21,2020,2020,Other synthetic narcotics,T40.4,1498,4477251,33.5
,Louisiana,22,1999,1999,Other opioids,T40.2,10,4460811,Unreliable
,Louisiana,22,1999,1999,Methadone,T40.3,Suppressed,4460811,Suppressed
,Louisiana,22,1999,1999,Other synthetic narcotics,T40.4,Suppressed,4460811,Suppressed
,Louisiana,22,2000,2000,Other opioids,T40.2,24,4468976,0.5
,Louisiana,22,2000,2000,Methadone,T40.3,Suppressed,4468976,Suppressed
,Louisiana,22,2000,2000,Other synthetic narcotics,T40.4,Suppressed,4468976,Suppressed
,Louisiana,22,2001,2001,Other opioids,T40.2,44,4477875,1
,Louisiana,22,2001,2001,Methadone,T40.3,21,4477875,0.5
,Louisiana,22,2001,2001,Other synthetic narcotics,T40.4,Suppressed,4477875,Suppressed
,Louisiana,22,2002,2002,Other opioids,T40.2,39,4497267,0.9
,Louisiana,22,2002,2002,Methadone,T40.3,41,4497267,0.9
,Louisiana,22,2002,2002,Other synthetic narcotics,T40.4,Suppressed,4497267,Suppressed
,Louisiana,22,2003,2003,Other opioids,T40.2,52,4521042,1.2
,Louisiana,22,2003,2003,Methadone,T40.3,54,4521042,1.2
,Louisiana,22,2003,2003,Other synthetic narcotics,T40.4,Suppressed,4521042,Suppressed
,Louisiana,22,2004,2004,Other opioids,T40.2,55,4552238,1.2
,Louisiana,22,2004,2004,Methadone,T40.3,70,4552238,1.5
,Louisiana,22,2004,2004,Other synthetic narcotics,T40.4,13,4552238,Unreliable
,Louisiana,22,2005,2005,Other opioids,T40.2,54,4576628,1.2
,Louisiana,22,2005,2005,Methadone,T40.3,101,4576628,2.2
,Louisiana,22,2005,2005,Other synthetic narcotics,T40.4,Suppressed,4576628,Suppressed
,Louisiana,22,2006,2006,Other opioids,T40.2,61,4302665,1.4
,Louisiana,22,2006,2006,Methadone,T40.3,117,4302665,2.7
,Louisiana,22,2006,2006,Other synthetic narcotics,T40.4,14,4302665,Unreliable
,Louisiana,22,2007,2007,Other opioids,T40.2,88,4375581,2
,Louisiana,22,2007,2007,Methadone,T40.3,106,4375581,2.4
,Louisiana,22,2007,2007,Other synthetic narcotics,T40.4,21,4375581,0.5
,Louisiana,22,2008,2008,Other opioids,T40.2,59,4435586,1.3
,Louisiana,22,2008,2008,Methadone,T40.3,47,4435586,1.1
,Louisiana,22,2008,2008,Other synthetic narcotics,T40.4,10,4435586,Unreliable
,Louisiana,22,2009,2009,Other opioids,T40.2,57,4491648,1.3
,Louisiana,22,2009,2009,Methadone,T40.3,19,4491648,Unreliable
,Louisiana,22,2009,2009,Other synthetic narcotics,T40.4,16,4491648,Unreliable
,Louisiana,22,2010,2010,Other opioids,T40.2,68,4533372,1.5
,Louisiana,22,2010,2010,Methadone,T40.3,18,4533372,Unreliable
,Louisiana,22,2010,2010,Other synthetic narcotics,T40.4,21,4533372,0.5
,Louisiana,22,2011,2011,Other opioids,T40.2,58,4574836,1.3
,Louisiana,22,2011,2011,Methadone,T40.3,14,4574836,Unreliable
,Louisiana,22,2011,2011,Other synthetic narcotics,T40.4,20,4574836,0.4
,Louisiana,22,2012,2012,Other opioids,T40.2,75,4601893,1.6
,Louisiana,22,2012,2012,Methadone,T40.3,26,4601893,0.6
,Louisiana,22,2012,2012,Other synthetic narcotics,T40.4,19,4601893,Unreliable
