State,Year,Multiple Cause of death,Deaths,Population,Crude Rate
District of Columbia,2002,Other opioids,Suppressed,573158,Suppressed
District of Columbia,2002,Methadone,Suppressed,573158,Suppressed
District of Columbia,2002,Other synthetic narcotics,Suppressed,573158,Suppressed
District of Columbia,2003,Other opioids,Suppressed,568502,Suppressed
District of Columbia,2003,Methadone,10,568502,Unreliable
District of Columbia,2003,Other synthetic narcotics,Suppressed,568502,Suppressed
District of Columbia,2004,Other opioids,19,567754,Unreliable
District of Columbia,2004,Methadone,Suppressed,567754,Suppressed
District of Columbia,2004,Other synthetic narcotics,Suppressed,567754,Suppressed
District of Columbia,2005,Other opioids,Suppressed,567136,Suppressed
District of Columbia,2005,Methadone,Suppressed,567136,Suppressed
District of Columbia,2005,Other synthetic narcotics,Suppressed,567136,Suppressed
District of Columbia,2006,Other opioids,14,570681,Unreliable
District of Columbia,2006,Methadone,12,570681,Unreliable
District of Columbia,2006,Other synthetic narcotics,Suppressed,570681,Suppressed
District of Columbia,2007,Other opioids,Suppressed,574404,Suppressed
District of Columbia,2007,Methadone,Suppressed,574404,Suppressed
District of Columbia,2007,Other synthetic narcotics,Suppressed,574404,Suppressed
District of Columbia,2008,Other opioids,Suppressed,580236,Suppressed
District of Columbia,2008,Methadone,Suppressed,580236,Suppressed
District of Columbia,2008,Other synthetic narcotics,Suppressed,580236,Suppressed
District of Columbia,2009,Other opioids,Suppressed,592228,Suppressed
District of Columbia,2009,Methadone,Suppressed,592228,Suppressed
District of Columbia,2009,Other synthetic narcotics,Suppressed,592228,Suppressed
District of Columbia,2010,Other opioids,Suppressed,601723,Suppressed
District of Columbia,2010,Methadone,Suppressed,601723,Suppressed
District of Columbia,2010,Other synthetic narcotics,Suppressed,601723,Suppressed
District of Columbia,2011,Other opioids,11,617996,Unreliable
District of Columbia,2011,Methadone,11,617996,Unreliable
District of Columbia,2011,Other synthetic narcotics,Suppressed,617996,Suppressed
District of Columbia,2012,Other opioids,13,632323,Unreliable
District of Columbia,2012,Methadone,Suppressed,632323,Suppressed
District of Columbia,2012,Other synthetic narcotics,Suppressed,632323,Suppressed
District of Columbia,2013,Other opioids,10,646449,Unreliable
District of Columbia,2013,Methadone,Suppressed,646449,Suppressed
District of Columbia,2013,Other synthetic narcotics,Suppressed,646449,Suppressed
District of Columbia,2014,Other opioids,19,658893,Unreliable
District of Columbia,2014,Methadone,Suppressed,658893,Suppressed
District of Columbia,2014,Other synthetic narcotics,13,658893,Unreliable
District of Columbia,2015,Other opioids,21,672228,3.1
District of Columbia,2015,Methadone,Suppressed,672228,Suppressed
District of Columbia,2015,Other synthetic narcotics,26,672228,3.9
District of Columbia,2016,Other opioids,52,681170,7.6
District of Columbia,2016,Methadone,21,681170,3.1
District of Columbia,2016,Other synthetic narcotics,129,681170,18.9
District of Columbia,2017,Other opioids,39,693972,5.6
District of Columbia,2017,Methadone,24,693972,3.5
District of Columbia,2017,Other synthetic narcotics,182,693972,26.2
District of Columbia,2018,Other opioids,32,702455,4.6
District of Columbia,2018,Methadone,10,702455,Unreliable
District of Columbia,2018,Other synthetic narcotics,162,702455,23.1
District of Columbia,2019,Other opioids,24,705749,3.4
District of Columbia,2019,Methadone,15,705749,Unreliable
District of Columbia,2019,Other synthetic narcotics,216,705749,30.6
District of Columbia,2020,Other opioids,37,712816,5.2
District of Columbia,2020,Methadone,31,712816,4.3
District of Columbia,2020,Other synthetic narcotics,315,712816,44.2
Florida,1999,Other opioids,156,15759421,1
Florida,1999,Methadone,34,15759421,0.2
Florida,1999,Other synthetic narcotics,59,15759421,0.4
Florida,2000,Other opioids,239,15982378,1.5
Florida,2000,Methadone,51,15982378,0.3
Florida,2000,Other synthetic narcotics,84,15982378,0.5
Florida,2001,Other opioids,437,16356966,2.7
Florida,2001,Methadone,128,16356966,0.8
Florida,2001,Other synthetic narcotics,117,16356966,0.7
Florida,2002,Other opioids,405,16689370,2.4
Florida,2002,Methadone,218,16689370,1.3
Florida,2002,Other synthetic narcotics,136,16689370,0.8
Florida,2003,Other opioids,438,17004085,2.6
Florida,2003,Methadone,270,17004085,1.6
Florida,2003,Other synthetic narcotics,175,17004085,1
Florida,2004,Other opioids,540,17415318,3.1
Florida,2004,Methadone,434,17415318,2.5
Florida,2004,Other synthetic narcotics,160,17415318,0.9
Florida,2005,Other opioids,496,17842038,2.8
Florida,2005,Methadone,430,17842038,2.4
Florida,2005,Other synthetic narcotics,144,17842038,0.8
Florida,2006,Other opioids,583,18166990,3.2
Florida,2006,Methadone,516,18166990,2.8
Florida,2006,Other synthetic narcotics,131,18166990,0.7
Florida,2007,Other opioids,769,18367842,4.2
Florida,2007,Methadone,568,18367842,3.1
Florida,2007,Other synthetic narcotics,137,18367842,0.7
Florida,2008,Other opioids,858,18527305,4.6
Florida,2008,Methadone,463,18527305,2.5
Florida,2008,Other synthetic narcotics,132,18527305,0.7
Florida,2009,Other opioids,1011,18652644,5.4
Florida,2009,Methadone,471,18652644,2.5
Florida,2009,Other synthetic narcotics,171,18652644,0.9
Florida,2010,Other opioids,1169,18801310,6.2
Florida,2010,Methadone,439,18801310,2.3
Florida,2010,Other synthetic narcotics,146,18801310,0.8
Florida,2011,Other opioids,1062,19057542,5.6
Florida,2011,Methadone,458,19057542,2.4
Florida,2011,Other synthetic narcotics,138,19057542,0.7
Florida,2012,Other opioids,850,19317568,4.4
Florida,2012,Methadone,337,19317568,1.7
Florida,2012,Other synthetic narcotics,162,19317568,0.8
Florida,2013,Other opioids,751,19552860,3.8
Florida,2013,Methadone,271,19552860,1.4
Florida,2013,Other synthetic narcotics,200,19552860,1
Florida,2014,Other opioids,697,19893297,3.5
Florida,2014,Methadone,227,19893297,1.1
Florida,2014,Other synthetic narcotics,343,19893297,1.7
Florida,2015,Other opioids,789,20271272,3.9
Florida,2015,Methadone,210,20271272,1
Florida,2015,Other synthetic narcotics,610,20271272,3
Florida,2016,Other opioids,1030,20612439,5
Florida,2016,Methadone,203,20612439,1
Florida,2016,Other synthetic narcotics,1566,20612439,7.6
Florida,2017,Other opioids,1133,20984400,5.4
Florida,2017,Methadone,175,20984400,0.8
Florida,2017,Other synthetic narcotics,2126,20984400,10.1
Florida,2018,Other opioids,1150,21299325,5.4
Florida,2018,Methadone,187,21299325,0.9
Florida,2018,Other synthetic narcotics,2091,21299325,9.8
Florida,2019,Other opioids,1085,21477737,5.1
Florida,2019,Methadone,141,21477737,0.7
Florida,2019,Other synthetic narcotics,2837,21477737,13.2
Florida,2020,Other opioids,1112,21733312,5.1
Florida,2020,Methadone,181,21733312,0.8
Florida,2020,Other synthetic narcotics,4734,21733312,21.8
Georgia,1999,Other opioids,26,8045965,0.3
Georgia,1999,Methadone,14,8045965,Unreliable
Georgia,1999,Other synthetic narcotics,11,8045965,Unreliable
Georgia,2000,Other opioids,61,8186453,0.7
Georgia,2000,Methadone,16,8186453,Unreliable
Georgia,2000,Other synthetic narcotics,12,8186453,Unreliable
Georgia,2001,Other opioids,90,8377038,1.1
Georgia,2001,Methadone,41,8377038,0.5
Georgia,2001,Other synthetic narcotics,27,8377038,0.3
Georgia,2002,Other opioids,96,8508256,1.1
Georgia,2002,Methadone,50,8508256,0.6
Georgia,2002,Other synthetic narcotics,36,8508256,0.4
Georgia,2003,Other opioids,88,8622793,1
Georgia,2003,Methadone,71,8622793,0.8
Georgia,2003,Other synthetic narcotics,36,8622793,0.4
Georgia,2004,Other opioids,100,8769252,1.1
Georgia,2004,Methadone,95,8769252,1.1
Georgia,2004,Other synthetic narcotics,35,8769252,0.4
Georgia,2005,Other opioids,122,8925922,1.4
Georgia,2005,Methadone,123,8925922,1.4
Georgia,2005,Other synthetic narcotics,47,8925922,0.5
Georgia,2006,Other opioids,130,9155813,1.4
Georgia,2006,Methadone,137,9155813,1.5
Georgia,2006,Other synthetic narcotics,57,9155813,0.6
Georgia,2007,Other opioids,139,9349988,1.5
Georgia,2007,Methadone,168,9349988,1.8
Georgia,2007,Other synthetic narcotics,65,9349988,0.7
Georgia,2008,Other opioids,193,9504843,2
Georgia,2008,Methadone,138,9504843,1.5
Georgia,2008,Other synthetic narcotics,57,9504843,0.6
Georgia,2009,Other opioids,252,9620846,2.6
Georgia,2009,Methadone,165,9620846,1.7
Georgia,2009,Other synthetic narcotics,83,9620846,0.9
Georgia,2010,Other opioids,305,9687653,3.1
Georgia,2010,Methadone,150,9687653,1.5
Georgia,2010,Other synthetic narcotics,103,9687653,1.1
Georgia,2011,Other opioids,327,9815210,3.3
Georgia,2011,Methadone,141,9815210,1.4
Georgia,2011,Other synthetic narcotics,86,9815210,0.9
Georgia,2012,Other opioids,300,9919945,3
Georgia,2012,Methadone,161,9919945,1.6
Georgia,2012,Other synthetic narcotics,61,9919945,0.6
Georgia,2013,Other opioids,309,9992167,3.1
Georgia,2013,Methadone,110,9992167,1.1
Georgia,2013,Other synthetic narcotics,80,9992167,0.8
Georgia,2014,Other opioids,388,10097343,3.8
Georgia,2014,Methadone,124,10097343,1.2
Georgia,2014,Other synthetic narcotics,174,10097343,1.7
Georgia,2015,Other opioids,435,10214860,4.3
Georgia,2015,Methadone,115,10214860,1.1
Georgia,2015,Other synthetic narcotics,284,10214860,2.8
Georgia,2016,Other opioids,455,10310371,4.4
Georgia,2016,Methadone,115,10310371,1.1
Georgia,2016,Other synthetic narcotics,277,10310371,2.7
Georgia,2017,Other opioids,513,10429379,4.9
Georgia,2017,Methadone,83,10429379,0.8
Georgia,2017,Other synthetic narcotics,419,10429379,4
Georgia,2018,Other opioids,395,10519475,3.8
Georgia,2018,Methadone,84,10519475,0.8
Georgia,2018,Other synthetic narcotics,349,10519475,3.3
Georgia,2019,Other opioids,361,10617423,3.4
Georgia,2019,Methadone,58,10617423,0.5
Georgia,2019,Other synthetic narcotics,419,10617423,3.9
Georgia,2020,Other opioids,443,10710017,4.1
Georgia,2020,Methadone,77,10710017,0.7
Georgia,2020,Other synthetic narcotics,896,10710017,8.4
Hawaii,1999,Other opioids,22,1210300,1.8
Hawaii,1999,Methadone,Suppressed,1210300,Suppressed
Hawaii,1999,Other synthetic narcotics,Suppressed,1210300,Suppressed
Hawaii,2000,Other opioids,23,1211537,1.9
Hawaii,2000,Methadone,Suppressed,1211537,Suppressed
Hawaii,2000,Other synthetic narcotics,Suppressed,1211537,Suppressed
Hawaii,2001,Other opioids,27,1225948,2.2
Hawaii,2001,Methadone,Suppressed,1225948,Suppressed
Hawaii,2001,Other synthetic narcotics,Suppressed,1225948,Suppressed
Hawaii,2002,Other opioids,27,1239613,2.2
Hawaii,2002,Methadone,14,1239613,Unreliable
Hawaii,2002,Other synthetic narcotics,Suppressed,1239613,Suppressed
Hawaii,2003,Other opioids,25,1251154,2
Hawaii,2003,Methadone,Suppressed,1251154,Suppressed
Hawaii,2003,Other synthetic narcotics,Suppressed,1251154,Suppressed
Hawaii,2004,Other opioids,32,1273569,2.5
Hawaii,2004,Methadone,16,1273569,Unreliable
Hawaii,2004,Other synthetic narcotics,Suppressed,1273569,Suppressed
Hawaii,2005,Other opioids,39,1292729,3
Hawaii,2005,Methadone,18,1292729,Unreliable
Hawaii,2005,Other synthetic narcotics,Suppressed,1292729,Suppressed
Hawaii,2006,Other opioids,30,1309731,2.3
Hawaii,2006,Methadone,19,1309731,Unreliable
Hawaii,2006,Other synthetic narcotics,Suppressed,1309731,Suppressed
Hawaii,2007,Other opioids,49,1315675,3.7
Hawaii,2007,Methadone,20,1315675,1.5
Hawaii,2007,Other synthetic narcotics,Suppressed,1315675,Suppressed
Hawaii,2008,Other opioids,34,1332213,2.6
Hawaii,2008,Methadone,10,1332213,Unreliable
Hawaii,2008,Other synthetic narcotics,Suppressed,1332213,Suppressed
Hawaii,2009,Other opioids,35,1346717,2.6
Hawaii,2009,Methadone,20,1346717,1.5
Hawaii,2009,Other synthetic narcotics,Suppressed,1346717,Suppressed
Hawaii,2010,Other opioids,40,1360301,2.9
Hawaii,2010,Methadone,14,1360301,Unreliable
Hawaii,2010,Other synthetic narcotics,Suppressed,1360301,Suppressed
Hawaii,2011,Other opioids,47,1374810,3.4
Hawaii,2011,Methadone,19,1374810,Unreliable
Hawaii,2011,Other synthetic narcotics,Suppressed,1374810,Suppressed
Hawaii,2012,Other opioids,35,1392313,2.5
Hawaii,2012,Methadone,16,1392313,Unreliable
Hawaii,2012,Other synthetic narcotics,Suppressed,1392313,Suppressed
Hawaii,2013,Other opioids,39,1404054,2.8
Hawaii,2013,Methadone,17,1404054,Unreliable
Hawaii,2013,Other synthetic narcotics,Suppressed,1404054,Suppressed
Hawaii,2014,Other opioids,35,1419561,2.5
Hawaii,2014,Methadone,10,1419561,Unreliable
Hawaii,2014,Other synthetic narcotics,Suppressed,1419561,Suppressed
Hawaii,2015,Other opioids,37,1431603,2.6
Hawaii,2015,Methadone,Suppressed,1431603,Suppressed
Hawaii,2015,Other synthetic narcotics,13,1431603,Unreliable
Hawaii,2016,Other opioids,44,1428557,3.1
Hawaii,2016,Methadone,15,1428557,Unreliable
Hawaii,2016,Other synthetic narcotics,Suppressed,1428557,Suppressed
Hawaii,2017,Other opioids,33,1427538,2.3
Hawaii,2017,Methadone,Suppressed,1427538,Suppressed
Hawaii,2017,Other synthetic narcotics,Suppressed,1427538,Suppressed
Hawaii,2018,Other opioids,27,1420491,1.9
Hawaii,2018,Methadone,Suppressed,1420491,Suppressed
Hawaii,2018,Other synthetic narcotics,14,1420491,Unreliable
Hawaii,2019,Other opioids,24,1415872,1.7
Hawaii,2019,Methadone,Suppressed,1415872,Suppressed
Hawaii,2019,Other synthetic narcotics,20,1415872,1.4
Hawaii,2020,Other opioids,28,1407006,2
Hawaii,2020,Methadone,Suppressed,1407006,Suppressed
Hawaii,2020,Other synthetic narcotics,37,1407006,2.6
Idaho,1999,Other opioids,11,1275674,Unreliable
Idaho,1999,Methadone,Suppressed,1275674,Suppressed
Idaho,1999,Other synthetic narcotics,Suppressed,1275674,Suppressed
Idaho,2000,Other opioids,17,1293953,Unreliable
Idaho,2000,Methadone,Suppressed,1293953,Suppressed
Idaho,2000,Other synthetic narcotics,Suppressed,1293953,Suppressed
Idaho,2001,Other opioids,30,1319962,2.3
Idaho,2001,Methadone,10,1319962,Unreliable
Idaho,2001,Other synthetic narcotics,Suppressed,1319962,Suppressed
Idaho,2002,Other opioids,25,1340372,1.9
Idaho,2002,Methadone,10,1340372,Unreliable
Idaho,2002,Other synthetic narcotics,Suppressed,1340372,Suppressed
Idaho,2003,Other opioids,29,1363380,2.1
Idaho,2003,Methadone,21,1363380,1.5
Idaho,2003,Other synthetic narcotics,Suppressed,1363380,Suppressed
Idaho,2004,Other opioids,21,1391802,1.5
Idaho,2004,Methadone,23,1391802,1.7
Idaho,2004,Other synthetic narcotics,Suppressed,1391802,Suppressed
Idaho,2005,Other opioids,25,1428241,1.8
Idaho,2005,Methadone,13,1428241,Unreliable
Idaho,2005,Other synthetic narcotics,Suppressed,1428241,Suppressed
Idaho,2006,Other opioids,30,1468669,2
Idaho,2006,Methadone,35,1468669,2.4
Idaho,2006,Other synthetic narcotics,Suppressed,1468669,Suppressed
Idaho,2007,Other opioids,32,1505105,2.1
Idaho,2007,Methadone,23,1505105,1.5
Idaho,2007,Other synthetic narcotics,10,1505105,Unreliable
Idaho,2008,Other opioids,47,1534320,3.1
Idaho,2008,Methadone,18,1534320,Unreliable
Idaho,2008,Other synthetic narcotics,Suppressed,1534320,Suppressed
Idaho,2009,Other opioids,35,1554439,2.3
Idaho,2009,Methadone,16,1554439,Unreliable
Idaho,2009,Other synthetic narcotics,11,1554439,Unreliable
Idaho,2010,Other opioids,42,1567582,2.7
Idaho,2010,Methadone,26,1567582,1.7
Idaho,2010,Other synthetic narcotics,14,1567582,Unreliable
Idaho,2011,Other opioids,45,1584985,2.8
Idaho,2011,Methadone,22,1584985,1.4
Idaho,2011,Other synthetic narcotics,Suppressed,1584985,Suppressed
Idaho,2012,Other opioids,33,1595728,2.1
Idaho,2012,Methadone,12,1595728,Unreliable
Idaho,2012,Other synthetic narcotics,11,1595728,Unreliable
Idaho,2013,Other opioids,51,1612136,3.2
Idaho,2013,Methadone,11,1612136,Unreliable
Idaho,2013,Other synthetic narcotics,14,1612136,Unreliable
Idaho,2014,Other opioids,42,1634464,2.6
Idaho,2014,Methadone,18,1634464,Unreliable
Idaho,2014,Other synthetic narcotics,13,1634464,Unreliable
Idaho,2015,Other opioids,51,1654930,3.1
Idaho,2015,Methadone,12,1654930,Unreliable
Idaho,2015,Other synthetic narcotics,16,1654930,Unreliable
Idaho,2016,Other opioids,64,1683140,3.8
Idaho,2016,Methadone,15,1683140,Unreliable
Idaho,2016,Other synthetic narcotics,20,1683140,1.2
Idaho,2017,Other opioids,55,1716943,3.2
Idaho,2017,Methadone,14,1716943,Unreliable
Idaho,2017,Other synthetic narcotics,22,1716943,1.3
Idaho,2018,Other opioids,68,1754208,3.9
Idaho,2018,Methadone,10,1754208,Unreliable
Idaho,2018,Other synthetic narcotics,28,1754208,1.6
Idaho,2019,Other opioids,75,1787065,4.2
Idaho,2019,Methadone,11,1787065,Unreliable
Idaho,2019,Other synthetic narcotics,32,1787065,1.8
Idaho,2020,Other opioids,83,1826913,4.5
Idaho,2020,Methadone,13,1826913,Unreliable
Idaho,2020,Other synthetic narcotics,59,1826913,3.2
Illinois,1999,Other opioids,43,12359020,0.3
Illinois,1999,Methadone,29,12359020,0.2
Illinois,1999,Other synthetic narcotics,25,12359020,0.2
Illinois,2000,Other opioids,45,12419293,0.4
Illinois,2000,Methadone,56,12419293,0.5
Illinois,2000,Other synthetic narcotics,24,12419293,0.2
Illinois,2001,Other opioids,71,12488445,0.6
Illinois,2001,Methadone,52,12488445,0.4
Illinois,2001,Other synthetic narcotics,34,12488445,0.3
Illinois,2002,Other opioids,79,12525556,0.6
Illinois,2002,Methadone,68,12525556,0.5
Illinois,2002,Other synthetic narcotics,40,12525556,0.3
Illinois,2003,Other opioids,63,12556006,0.5
Illinois,2003,Methadone,64,12556006,0.5
Illinois,2003,Other synthetic narcotics,32,12556006,0.3
Illinois,2004,Other opioids,74,12589773,0.6
Illinois,2004,Methadone,69,12589773,0.5
Illinois,2004,Other synthetic narcotics,38,12589773,0.3
Illinois,2005,Other opioids,96,12609903,0.8
Illinois,2005,Methadone,81,12609903,0.6
Illinois,2005,Other synthetic narcotics,59,12609903,0.5
Illinois,2006,Other opioids,107,12643955,0.8
Illinois,2006,Methadone,91,12643955,0.7
Illinois,2006,Other synthetic narcotics,375,12643955,3
Illinois,2007,Other opioids,144,12695866,1.1
Illinois,2007,Methadone,98,12695866,0.8
Illinois,2007,Other synthetic narcotics,101,12695866,0.8
Illinois,2008,Other opioids,178,12747038,1.4
Illinois,2008,Methadone,83,12747038,0.7
Illinois,2008,Other synthetic narcotics,83,12747038,0.7
Illinois,2009,Other opioids,195,12796778,1.5
Illinois,2009,Methadone,88,12796778,0.7
Illinois,2009,Other synthetic narcotics,111,12796778,0.9
Illinois,2010,Other opioids,175,12830632,1.4
Illinois,2010,Methadone,79,12830632,0.6
Illinois,2010,Other synthetic narcotics,115,12830632,0.9
Illinois,2011,Other opioids,165,12869257,1.3
Illinois,2011,Methadone,84,12869257,0.7
Illinois,2011,Other synthetic narcotics,86,12869257,0.7
Illinois,2012,Other opioids,175,12875255,1.4
Illinois,2012,Methadone,105,12875255,0.8
Illinois,2012,Other synthetic narcotics,84,12875255,0.7
Illinois,2013,Other opioids,185,12882135,1.4
Illinois,2013,Methadone,92,12882135,0.7
Illinois,2013,Other synthetic narcotics,87,12882135,0.7
Illinois,2014,Other opioids,253,12880580,2
Illinois,2014,Methadone,106,12880580,0.8
Illinois,2014,Other synthetic narcotics,127,12880580,1
Illinois,2015,Other opioids,271,12859995,2.1
Illinois,2015,Methadone,99,12859995,0.8
Illinois,2015,Other synthetic narcotics,278,12859995,2.2
Illinois,2016,Other opioids,378,12801539,3
Illinois,2016,Methadone,123,12801539,1
Illinois,2016,Other synthetic narcotics,907,12801539,7.1
Illinois,2017,Other opioids,494,12802023,3.9
Illinois,2017,Methadone,155,12802023,1.2
Illinois,2017,Other synthetic narcotics,1251,12802023,9.8
Illinois,2018,Other opioids,407,12741080,3.2
Illinois,2018,Methadone,155,12741080,1.2
Illinois,2018,Other synthetic narcotics,1568,12741080,12.3
Illinois,2019,Other opioids,420,12671821,3.3
Illinois,2019,Methadone,139,12671821,1.1
Illinois,2019,Other synthetic narcotics,1706,12671821,13.5
Illinois,2020,Other opioids,516,12587530,4.1
Illinois,2020,Methadone,217,12587530,1.7
Illinois,2020,Other synthetic narcotics,2471,12587530,19.6
Indiana,1999,Other opioids,16,6044969,Unreliable
Indiana,1999,Methadone,Suppressed,6044969,Suppressed
Indiana,1999,Other synthetic narcotics,Suppressed,6044969,Suppressed
Indiana,2000,Other opioids,14,6080485,Unreliable
Indiana,2000,Methadone,Suppressed,6080485,Suppressed
Indiana,2000,Other synthetic narcotics,12,6080485,Unreliable
Indiana,2001,Other opioids,28,6127760,0.5
Indiana,2001,Methadone,13,6127760,Unreliable
Indiana,2001,Other synthetic narcotics,12,6127760,Unreliable
Indiana,2002,Other opioids,25,6155967,0.4
Indiana,2002,Methadone,20,6155967,0.3
Indiana,2002,Other synthetic narcotics,Suppressed,6155967,Suppressed
Indiana,2003,Other opioids,40,6196638,0.6
Indiana,2003,Methadone,45,6196638,0.7
Indiana,2003,Other synthetic narcotics,26,6196638,0.4
Indiana,2004,Other opioids,50,6233007,0.8
Indiana,2004,Methadone,33,6233007,0.5
Indiana,2004,Other synthetic narcotics,25,6233007,0.4
Indiana,2005,Other opioids,59,6278616,0.9
Indiana,2005,Methadone,51,6278616,0.8
Indiana,2005,Other synthetic narcotics,26,6278616,0.4
Indiana,2006,Other opioids,49,6332669,0.8
Indiana,2006,Methadone,49,6332669,0.8
Indiana,2006,Other synthetic narcotics,48,6332669,0.8
Indiana,2007,Other opioids,81,6379599,1.3
Indiana,2007,Methadone,79,6379599,1.2
Indiana,2007,Other synthetic narcotics,51,6379599,0.8
Indiana,2008,Other opioids,109,6424806,1.7
Indiana,2008,Methadone,84,6424806,1.3
Indiana,2008,Other synthetic narcotics,54,6424806,0.8
Indiana,2009,Other opioids,148,6459325,2.3
Indiana,2009,Methadone,80,6459325,1.2
Indiana,2009,Other synthetic narcotics,64,6459325,1
Indiana,2010,Other opioids,140,6483802,2.2
Indiana,2010,Methadone,62,6483802,1
Indiana,2010,Other synthetic narcotics,49,6483802,0.8
Indiana,2011,Other opioids,173,6516922,2.7
Indiana,2011,Methadone,57,6516922,0.9
Indiana,2011,Other synthetic narcotics,40,6516922,0.6
Indiana,2012,Other opioids,136,6537334,2.1
Indiana,2012,Methadone,46,6537334,0.7
Indiana,2012,Other synthetic narcotics,43,6537334,0.7
Indiana,2013,Other opioids,111,6570902,1.7
Indiana,2013,Methadone,34,6570902,0.5
Indiana,2013,Other synthetic narcotics,34,6570902,0.5
Indiana,2014,Other opioids,149,6596855,2.3
Indiana,2014,Methadone,37,6596855,0.6
Indiana,2014,Other synthetic narcotics,83,6596855,1.3
Indiana,2015,Other opioids,146,6619680,2.2
Indiana,2015,Methadone,36,6619680,0.5
Indiana,2015,Other synthetic narcotics,120,6619680,1.8
Indiana,2016,Other opioids,231,6633053,3.5
Indiana,2016,Methadone,34,6633053,0.5
Indiana,2016,Other synthetic narcotics,304,6633053,4.6
Indiana,2017,Other opioids,390,6666818,5.8
Indiana,2017,Methadone,49,6666818,0.7
Indiana,2017,Other synthetic narcotics,649,6666818,9.7
Indiana,2018,Other opioids,323,6691878,4.8
Indiana,2018,Methadone,55,6691878,0.8
Indiana,2018,Other synthetic narcotics,713,6691878,10.7
Indiana,2019,Other opioids,354,6732219,5.3
Indiana,2019,Methadone,54,6732219,0.8
Indiana,2019,Other synthetic narcotics,899,6732219,13.4
Indiana,2020,Other opioids,418,6754953,6.2
Indiana,2020,Methadone,50,6754953,0.7
Indiana,2020,Other synthetic narcotics,1647,6754953,24.4
Iowa,1999,Other opioids,Suppressed,2917634,Suppressed
Iowa,1999,Methadone,Suppressed,2917634,Suppressed
Iowa,1999,Other synthetic narcotics,Suppressed,2917634,Suppressed
Iowa,2000,Other opioids,Suppressed,2926324,Suppressed
Iowa,2000,Methadone,Suppressed,2926324,Suppressed
Iowa,2000,Other synthetic narcotics,Suppressed,2926324,Suppressed
Iowa,2001,Other opioids,15,2931997,Unreliable
Iowa,2001,Methadone,Suppressed,2931997,Suppressed
Iowa,2001,Other synthetic narcotics,Suppressed,2931997,Suppressed
Iowa,2002,Other opioids,17,2934234,Unreliable
Iowa,2002,Methadone,Suppressed,2934234,Suppressed
Iowa,2002,Other synthetic narcotics,10,2934234,Unreliable
Iowa,2003,Other opioids,15,2941999,Unreliable
Iowa,2003,Methadone,Suppressed,2941999,Suppressed
Iowa,2003,Other synthetic narcotics,12,2941999,Unreliable
Iowa,2004,Other opioids,34,2953635,1.2
Iowa,2004,Methadone,12,2953635,Unreliable
Iowa,2004,Other synthetic narcotics,13,2953635,Unreliable
Iowa,2005,Other opioids,33,2964454,1.1
Iowa,2005,Methadone,21,2964454,0.7
Iowa,2005,Other synthetic narcotics,Suppressed,2964454,Suppressed
Iowa,2006,Other opioids,51,2982644,1.7
Iowa,2006,Methadone,22,2982644,0.7
Iowa,2006,Other synthetic narcotics,16,2982644,Unreliable
Iowa,2007,Other opioids,53,2999212,1.8
Iowa,2007,Methadone,37,2999212,1.2
Iowa,2007,Other synthetic narcotics,18,2999212,Unreliable
Iowa,2008,Other opioids,78,3016734,2.6
Iowa,2008,Methadone,27,3016734,0.9
Iowa,2008,Other synthetic narcotics,25,3016734,0.8
Iowa,2009,Other opioids,83,3032870,2.7
Iowa,2009,Methadone,31,3032870,1
Iowa,2009,Other synthetic narcotics,35,3032870,1.2
Iowa,2010,Other opioids,75,3046355,2.5
Iowa,2010,Methadone,39,3046355,1.3
Iowa,2010,Other synthetic narcotics,43,3046355,1.4
Iowa,2011,Other opioids,88,3062309,2.9
Iowa,2011,Methadone,37,3062309,1.2
Iowa,2011,Other synthetic narcotics,29,3062309,0.9
Iowa,2012,Other opioids,100,3074186,3.3
Iowa,2012,Methadone,41,3074186,1.3
Iowa,2012,Other synthetic narcotics,36,3074186,1.2
Iowa,2013,Other opioids,106,3090416,3.4
Iowa,2013,Methadone,24,3090416,0.8
Iowa,2013,Other synthetic narcotics,32,3090416,1
Iowa,2014,Other opioids,81,3107126,2.6
Iowa,2014,Methadone,16,3107126,Unreliable
Iowa,2014,Other synthetic narcotics,29,3107126,0.9
Iowa,2015,Other opioids,75,3123899,2.4
Iowa,2015,Methadone,24,3123899,0.8
Iowa,2015,Other synthetic narcotics,44,3123899,1.4
Iowa,2016,Other opioids,82,3134693,2.6
Iowa,2016,Methadone,13,3134693,Unreliable
Iowa,2016,Other synthetic narcotics,58,3134693,1.9
Iowa,2017,Other opioids,95,3145711,3
Iowa,2017,Methadone,16,3145711,Unreliable
Iowa,2017,Other synthetic narcotics,92,3145711,2.9
Iowa,2018,Other opioids,54,3156145,1.7
Iowa,2018,Methadone,10,3156145,Unreliable
Iowa,2018,Other synthetic narcotics,80,3156145,2.5
Iowa,2019,Other opioids,53,3155070,1.7
Iowa,2019,Methadone,11,3155070,Unreliable
Iowa,2019,Other synthetic narcotics,102,3155070,3.2
Iowa,2020,Other opioids,52,3163561,1.6
Iowa,2020,Methadone,12,3163561,Unreliable
Iowa,2020,Other synthetic narcotics,172,3163561,5.4
Kansas,1999,Other opioids,10,2678338,Unreliable
Kansas,1999,Methadone,Suppressed,2678338,Suppressed
Kansas,1999,Other synthetic narcotics,Suppressed,2678338,Suppressed
Kansas,2000,Other opioids,Suppressed,2688418,Suppressed
Kansas,2000,Methadone,Suppressed,2688418,Suppressed
